Display name,Property city,State (Agent),Property Status,Property Status Updated,Closing Date is Wrong
7950 N Stadium dr #177,Houston,Texas,Pending,29-Aug-22,FALSE
107 Russell Street,Edwardsville,Pennsylvania,Active,29-Aug-22,FALSE
6406 Elmview Dr,Arlington,Texas,Pending,22-Aug-22,FALSE
11413 SLASH PINE PL,THE WOODLANDS,Texas,Active,22-Aug-22,FALSE
3601 Marcae Court,Austin,Texas,Off Market,29-Aug-22,FALSE
9703 Shadows Ct.,Granbury,Texas,Off Market,15-Aug-22,FALSE
1470 Hidden Bridge Dr,Mt Pleasant,South Carolina,Active Contingent,22-Aug-22,FALSE
2739 Waldron Road,Corpus Christi,Texas,Active,22-Aug-22,FALSE
78 Deer Plain Dr,Spring,Texas,Pending,22-Aug-22,FALSE
314 Quentin Dr,San Antonio,Texas,Pending,29-Aug-22,FALSE
512 Oak St,Jourdanton,Texas,Active,15-Aug-22,FALSE
3917 18th Street,Plano,Texas,Off Market,22-Aug-22,FALSE
601 Irish Glen Ct,Haslet,Texas,Off Market,15-Aug-22,FALSE
7910 Finch Trl,Austin,Texas,Active,15-Aug-22,FALSE
2201 Fairbanks St.,Nederland,Texas,Off Market,15-Aug-22,FALSE
4309 Oats Street,Houston,Texas,Off Market,15-Aug-22,FALSE
5813 Lansdowne Avenue,Philadelphia,Pennsylvania,Off Market,22-Aug-22,FALSE
4414 Cedar Springs Rd apt 111,Dallas,Texas,Active,15-Aug-22,FALSE
3317 Taylor Falls Dr,Pflugerville,Texas,Active,15-Aug-22,FALSE
125 E Main St,Pottstown,Pennsylvania,Active Contingent,15-Aug-22,FALSE
5281 East Park Lane,Montgomery,Texas,Active,15-Aug-22,FALSE
1702 Waverly,San Antonio,Texas,Active,15-Aug-22,FALSE
10627 De Gonzalo Way,Converse,Texas,Active,15-Aug-22,FALSE
1112 Laurel Oak Trail,Pflugerville,Texas,Active,15-Aug-22,FALSE
1108 Hatteras Drive,Austin,Texas,Under Contract,22-Aug-22,FALSE
10220 LENO WAY,Schertz,Texas,Off Market,15-Aug-22,FALSE
1418 Oxbow Drive,Cedar Hill,Texas,Pending,29-Aug-22,FALSE
2203 S Shadow Grove Ln,Richmond,Texas,Pending,29-Aug-22,FALSE
14358 Gold Rush Pass,San Antonio,Texas,Active,22-Aug-22,FALSE
8943 Dakota Run,Converse,Texas,,,FALSE
7639 Palomino Court,Elmendorf,Texas,Off Market,15-Aug-22,FALSE
8712 Rainbow Dr,Odessa,Texas,Active,15-Aug-22,FALSE
6315 Southeast 161st Court 73165,Oklahoma City,Oklahoma,,,FALSE
1011 Orchid Circle,New Braunfels,Texas,Off Market,8-Aug-22,FALSE
6123 Blueridge Ct,Arlington,Texas,Pending,29-Aug-22,FALSE
1305 Cross Gable,New Braunfels,Texas,Off Market,8-Aug-22,FALSE
512 Cobbleskill Lane,Exton,Pennsylvania,Off Market,8-Aug-22,FALSE
2020 County Road 429,Pleasanton,Texas,Off Market,8-Aug-22,FALSE
604 Taurus Dr,Killeen,Texas,Pending,22-Aug-22,FALSE
2514 Whitaker,Seagoville,Texas,Active,15-Aug-22,FALSE
36-38 Lancaster Ave,Downingtown,Pennsylvania,,,FALSE
2310 Foothill Rd,McKinney,Texas,,,FALSE
6 Chase Mills,Tomball,Texas,Active,8-Aug-22,FALSE
3935 County Road 239,Georgetown,Texas,Active,15-Aug-22,FALSE
123 Main St,Spring,Texas,Off Market,22-Aug-22,FALSE
1017 Willow Street Pike,Lancaster,Pennsylvania,Pending,29-Aug-22,FALSE
10544 Bear Creek Dr.,Fort Worth,Texas,Pending,22-Aug-22,FALSE
3004 Aberdeen,The Colony,Texas,Off Market,15-Aug-22,FALSE
1605 Briarwood,Gilmer,Texas,Off Market,8-Aug-22,FALSE
16 Mapleseed Drive,Dallas,Pennsylvania,Active,22-Aug-22,FALSE
227 Carroll St,San Antonio,Texas,Off Market,8-Aug-22,FALSE
815 Woodleigh Drive,McKinney,Texas,Pending,29-Aug-22,FALSE
418 E. Chestnut Street,Norristown,Pennsylvania,Pending,29-Aug-22,FALSE
5244 N Fairhill St,Philadelphia,Pennsylvania,Pending,22-Aug-22,FALSE
1545 Cap Stone Ridge,New Braunfels,Texas,Active,22-Aug-22,FALSE
8606 Discus DR,Humble,Texas,Active,22-Aug-22,FALSE
2524 S 15th St,Waco,Texas,Off Market,8-Aug-22,FALSE
728 Foster Ln,Canyon,Texas,Off Market,8-Aug-22,FALSE
17703 Breakwater Drive,Jonestown,Texas,Off Market,8-Aug-22,FALSE
2617 S. Westridge Trl.,Sherman,Texas,Pending,22-Aug-22,FALSE
616 Glendale Drive,Statesville,North Carolina,Under Contract,22-Aug-22,FALSE
2331 Birdwell Cove.,Forney,Texas,Active,15-Aug-22,FALSE
1829 West 24th Street,Erie,Pennsylvania,Active,22-Aug-22,FALSE
705 Country Club,Richmond,Texas,Off Market,15-Aug-22,FALSE
21423 Grand National Ave,Pflugerville,Texas,Active,22-Aug-22,FALSE
1215 Fire Fly Ridge,Blue Ridge,Texas,Off Market,15-Aug-22,FALSE
1909 Lark Ave,McAllen,Texas,Active,29-Aug-22,FALSE
134 Sunset Drive,Kilgore,Texas,Off Market,8-Aug-22,FALSE
1628 Falcon Drive,Corinth,Texas,Off Market,22-Aug-22,FALSE
1010 Sw Ave G,Andrews,Texas,Off Market,8-Aug-22,FALSE
9114 Laguna Rio,San Antonio,Texas,Pending,22-Aug-22,FALSE
1318 Chalk Rock Drive,Houston,Texas,Active,15-Aug-22,FALSE
628 1/2 E Broad St,Tamaqua,Pennsylvania,Off Market,8-Aug-22,FALSE
505 N Culver St,Gladewater,Texas,Off Market,8-Aug-22,FALSE
3052 Lakeview Dr.,Odessa,Texas,Active,8-Aug-22,FALSE
3007 Geronimo Trail,Austin,Texas,Off Market,8-Aug-22,FALSE
300 Victory Lane,Mansfield,Texas,Active,15-Aug-22,FALSE
330 Frank Baum Dr,Schertz,Texas,Active,15-Aug-22,FALSE
712 Melinda Drive,Mesquite,Texas,Active,22-Aug-22,FALSE
1819 Upland Lakes,Houston,Texas,Pending,29-Aug-22,FALSE
1051 Dorn,Kyle,Texas,Active,22-Aug-22,FALSE
12406 Split Rail Pkwy,Austin,Texas,Pending,22-Aug-22,FALSE
11819 Matagorda Lane,Sugar Land,Texas,Pending,22-Aug-22,FALSE
123,Pittsburgh,Pennsylvania,Off Market,8-Aug-22,FALSE
527 CALIFORNIA,Clyde,Texas,Pending,22-Aug-22,FALSE
510 CR 2147,Troup,Texas,,,FALSE
9950 Meadow Lark,Converse,Texas,Active,8-Aug-22,FALSE
1010 Chelton Ave,Pittsburgh,Pennsylvania,Active,8-Aug-22,FALSE
1006 Woodcrest Dr,Garland,Texas,Pending,29-Aug-22,FALSE
4531 County Rd 424,Alvin,Texas,Pending,22-Aug-22,FALSE
107 Turtle Creek Drive,Killeen,Texas,Active,22-Aug-22,FALSE
12800 Bancroft Woods Cove,Austin,Texas,Off Market,8-Aug-22,FALSE
204 Fox Wood Drive,McKinney,Texas,Active,8-Aug-22,FALSE
1652 Red Bird Lane,Bowie,Texas,Pending,15-Aug-22,FALSE
461 PRICKLY PEAR DRIVE,CIBOLO,Texas,Pending,22-Aug-22,FALSE
2118 Poplar St.,Erie,Pennsylvania,Active,22-Aug-22,FALSE
166 Indian Gap,Mabank,Texas,Active,22-Aug-22,FALSE
9300 Madrone Circle,Austin,Texas,Active,22-Aug-22,FALSE
18712 Silent Water Way,Pflugerville,Texas,Pending,22-Aug-22,FALSE
170 Horseshoe Bend,Fairview,Texas,Pending,22-Aug-22,FALSE
3139 FM 1801,Mineola,Texas,Off Market,15-Aug-22,FALSE
1119 Briarwood Drive,Lewisville,Texas,Pending,29-Aug-22,FALSE
20165 Anna Blue Crest Ct,Brookshire,Texas,Active,22-Aug-22,FALSE
568 Canterbury Ct,Norristown,Pennsylvania,,,FALSE
4908 Holly St.,Bellaire,Texas,Active,22-Aug-22,FALSE
10028 Dryden Lane,Plano,Texas,Pending,22-Aug-22,FALSE
124 Earl Keen Street,Leander,Texas,Active,22-Aug-22,FALSE
2306 La Casa Drive Unit B,Austin,Texas,Under Contract,22-Aug-22,FALSE
3418 Castleton Dr.,Killeen,Texas,Active,8-Aug-22,FALSE
5018 S Oso Pkwy,Corpus Christi,Texas,Under Contract,29-Aug-22,FALSE
1316 Da Vinci Trail,Leander,Texas,Active,22-Aug-22,FALSE
13835 Reeds Lake Rd,Rogers,Texas,Off Market,8-Aug-22,FALSE
1617 McDowell Bnd,Leander,Texas,Off Market,8-Aug-22,FALSE
1506 Woodcreek Dr.,Richardson,Texas,Pending,22-Aug-22,FALSE
144 Bryan Blvd,Havelock,North Carolina,Active,29-Aug-22,FALSE
2310 Prairie Forest Trail,Spring,Texas,Pending,29-Aug-22,FALSE
16909 E Dorman Drive,Round Rock,Texas,Off Market,15-Aug-22,FALSE
27903 Emerald Vista Drive,Spring,Texas,Pending,15-Aug-22,FALSE
309 Washington St,Royersford,Pennsylvania,Pending,29-Aug-22,FALSE
11367 Burning Tree,Montgomery,Texas,Active,22-Aug-22,FALSE
3545 Eastview Lane,Murrysville,Pennsylvania,,,FALSE
190 Headquarters Dr,Del Valle,Texas,Off Market,29-Aug-22,FALSE
7 Orsinger Cape,San Antonio,Texas,Active,22-Aug-22,FALSE
4712 Meadow Trail Drive,Dallas,Texas,,,FALSE
104 Parade Dr,San Antonio,Texas,Pending,29-Aug-22,FALSE
7187 Old Province Way,Frisco,Texas,Off Market,8-Aug-22,FALSE
4013 Ross Street,Amarillo,Texas,Off Market,22-Aug-22,FALSE
6043 South FM 36,Quinlan,Texas,Off Market,8-Aug-22,FALSE
3127 LA VENTANA PKWY,DRIFTWOOD,Texas,Under Contract,22-Aug-22,FALSE
"9525 N Capital of Texas Highway, Unit 511",Austin,Texas,Off Market,22-Aug-22,FALSE
1003 Lombard Dr,Rockwall,Texas,Active,22-Aug-22,FALSE
1454 N. 24th St,Allentown,Pennsylvania,Pending,22-Aug-22,FALSE
11609 County Road 1310,Wolfforth,Texas,Active,22-Aug-22,FALSE
129 Trail Boss,La Vernia,Texas,Pending,15-Aug-22,FALSE
6405 La Manga drive,Dallas,Texas,Pending,29-Aug-22,FALSE
9617 Doliver Drive,Houston,Texas,Pending,15-Aug-22,FALSE
2212 S. 1st Place,Lamesa,Texas,Off Market,8-Aug-22,FALSE
20 Minikahada Trail,Pinehurst,North Carolina,Active,29-Aug-22,FALSE
23911 Spring Mill Lane,Spring,Texas,Pending,15-Aug-22,FALSE
10405 Iola Avenue,Lubbock,Texas,Off Market,8-Aug-22,FALSE
208 Blue Juniper,San Antonio,Texas,Active,26-Aug-22,FALSE
1535 Sun Mtn,San Antonio,Texas,Active,15-Aug-22,FALSE
15 Rabb Court,Odessa,Texas,Active,22-Aug-22,FALSE
19208 Nathan Scott Way,Manor,Texas,Active,22-Aug-22,FALSE
933 Tuskegee Street,Grand Prairie,Texas,Off Market,8-Aug-22,FALSE
6836 Brindisi Place,Round Rock,Texas,Active,15-Aug-22,FALSE
131 Owenwood Drive,Lincoln University,Pennsylvania,Active Contingent,22-Aug-22,FALSE
2053 Wildcat Trail,Crandall,Texas,Active,22-Aug-22,FALSE
3416 Trickling Springs Way,Pflugerville,Texas,Active,22-Aug-22,FALSE
7037 Herman Jared Drive,North Richland Hills,Texas,Active,22-Aug-22,FALSE
9209 Camelback Drive,Austin,Texas,Off Market,8-Aug-22,FALSE
5537 Osage Ave,Philadelphia,Pennsylvania,Active,29-Aug-22,FALSE
6919 Brecon,San Antonio,Texas,Pending,29-Aug-22,FALSE
5317 Oceanport Dr,Garland,Texas,Off Market,30-Aug-22,FALSE
1133 Capra Ln,Leander,Texas,Under Contract,29-Aug-22,FALSE
5805 Honey Creek St,Fort Worth,Texas,Off Market,29-Aug-22,FALSE
9931 la Lila way,San antonio,Texas,Pending,29-Aug-22,FALSE
119 Dennis Street,Houston,Texas,Off Market,8-Aug-22,FALSE
119 Crystal Creek Dr,Red Oak,Texas,Off Market,8-Aug-22,FALSE
8631 Belle Park Drive,Houston,Texas,Active,8-Aug-22,FALSE
5805 Cypress Cove Drive,The Colony,Texas,Active,22-Aug-22,FALSE
15805 Tahoe Dr,Jersey Village,Texas,Off Market,8-Aug-22,FALSE
168 Diamond Point Dr,Dripping Srpings,Texas,Active,22-Aug-22,FALSE
1374 Overlook Circle,Cedar Hill,Texas,Active,22-Aug-22,FALSE
141 Greenway drive,Seguin,Texas,Pending,29-Aug-22,FALSE
3875 N Tram Rd,Vidor,Texas,Off Market,22-Aug-22,FALSE
206 Dogwood,Silsbee,Texas,Off Market,8-Aug-22,FALSE
8220 Western,The Colony,Texas,Active,22-Aug-22,FALSE
197 Selig Road,Pocono Lake,Pennsylvania,Active,8-Aug-22,FALSE
13008 E County Road 115,Midland,Texas,Active,29-Aug-22,FALSE
2740 Haymeadow Dr,York,Pennsylvania,Pending,22-Aug-22,FALSE
5924 Janet Ct.,Westlake,Texas,Pending,29-Aug-22,FALSE
111 Stony Way,East Norriton,Pennsylvania,Pending,15-Aug-22,FALSE
10021 Lexington Dr.,Providence Village,Texas,Off Market,8-Aug-22,FALSE
17129 Ironwood Drive,Flint,Texas,Off Market,8-Aug-22,FALSE
2713 Allen Forest,Bryan,Texas,Off Market,8-Aug-22,FALSE
10800 Owyhee View,Austin,Texas,Pending,29-Aug-22,FALSE
109 Skyline,Heath,Texas,Active,8-Aug-22,FALSE
1118 Katelyn Circle,Copperas Cove,Texas,Pending,29-Aug-22,FALSE
651 S Bois D Ark,Van,Texas,Active,15-Aug-22,FALSE
4656 Bracken Drive,Fort Worth,Texas,Pending,29-Aug-22,FALSE
2910 Gardner,Tyler,Texas,Pending,8-Aug-22,FALSE
3131 N JUDSON STREET,PHILADELPHIA,Pennsylvania,Active,22-Aug-22,FALSE
9603 Glynhill Ct,Killeen,Texas,Pending,29-Aug-22,FALSE
2313 Canongate Drive,Denton,Texas,,,FALSE
13819 Wondering Oak,San Antonio,Texas,Pending,29-Aug-22,FALSE
2352 Bastrop Street,Houston,Texas,Pending,29-Aug-22,FALSE
694 CR 385 Rd,El Campo,Texas,Pending,29-Aug-22,FALSE
1315 Orchard Falls,Cedar Park,Texas,Active,8-Aug-22,FALSE
12414 Laneview Dr,Houston,Texas,Pending,22-Aug-22,FALSE
1102 Forestburg Dr.,Spring,Texas,Off Market,8-Aug-22,FALSE
1026 Gibbs Crossing,Coppell,Texas,Pending,29-Aug-22,FALSE
1205 Crockett St,Houston,Texas,Pending,22-Aug-22,FALSE
15743 Paradise Point Dr.,Willis,Texas,Active,8-Aug-22,FALSE
9049 Middlewood Court 63127,St. Louis,Missouri,Pending,15-Aug-22,FALSE
7607 Sandygate,Houston,Texas,Off Market,8-Aug-22,FALSE
1312 Anhalt Dr #80,Pflugerville,Texas,Off Market,8-Aug-22,FALSE
3110 White Oak Dr,Temple,Texas,Pending,15-Aug-22,FALSE
120 Continental Ave,Liberty Hill,Texas,Active,22-Aug-22,FALSE
947 S 6th st,Philadelphia,Pennsylvania,Active,22-Aug-22,FALSE
103 Iroquois Trail,Milford,Pennsylvania,Pending,29-Aug-22,FALSE
4503 Tamarind Trail,Kingwood,Texas,Pending,22-Aug-22,FALSE
9008 sun haven way,Fort worth,Texas,Active,8-Aug-22,FALSE
9741 Roseberry St,Ladson,South Carolina,Active,22-Aug-22,FALSE
16845 Aventura Ave,Pflugerville,Texas,Off Market,15-Aug-22,FALSE
108 Higgins,Bastrop,Texas,Active,15-Aug-22,FALSE
1201 Somerset Dr,McKinney,Texas,Active,8-Aug-22,FALSE
1218 Elmwood Blvd,Dallas,Texas,Pending,29-Aug-22,FALSE
1700 Dartmouth Dr,Norristown,Pennsylvania,Pending,29-Aug-22,FALSE
2218 Long Creek Ct,Granbury,Texas,Active,8-Aug-22,FALSE
12260 Arcturus Dr,Willis,Texas,Off Market,15-Aug-22,FALSE
507 Katmai Cir,Pflugerville,Texas,Off Market,8-Aug-22,FALSE
NS 12 Lake Cherokee,Longview,Texas,,,FALSE
1400 Waylon Ave,Gastonia,North Carolina,Under Contract,29-Aug-22,FALSE
3531 County Road 2621,Caddo Mills,Texas,Active,8-Aug-22,FALSE
1010 Rolling Green Dr,Round Rock,Texas,Active,22-Aug-22,FALSE
10117 Valencia Ave,Lubbock,Texas,Pending,15-Aug-22,FALSE
708 Kipling Drive,Plano,Texas,Off Market,8-Aug-22,FALSE
37 Millstone Lane,Pottstown,Pennsylvania,Off Market,15-Aug-22,FALSE
5001 Colorado Drive,Killeen,Texas,Pending,29-Aug-22,FALSE
1002 Wessex,Austin,Texas,Under Contract,8-Aug-22,FALSE
101 Bayou View Dr,El Lago,Texas,Off Market,8-Aug-22,FALSE
844 Willow Winds Street,Allen,Texas,Active,22-Aug-22,FALSE
8902 River Trace,San Antonio,Texas,Off Market,8-Aug-22,FALSE
1300 Highland Ave,Rockdale,Texas,Off Market,8-Aug-22,FALSE
360 Cromwell Lane,Walterboro,South Carolina,Active,22-Aug-22,FALSE
831 Ridge Drive,Bedford,Texas,Active,29-Aug-22,FALSE
9209 Oels Street,White Settlement,Texas,Pending,29-Aug-22,FALSE
3600 Alexandria Dr,Austin,Texas,Active,22-Aug-22,FALSE
2557 Buttermilk Way,Carrollton,Texas,Active,8-Aug-22,FALSE
123 MAPLE PATH PLACE,THE WOODLANDS,Texas,Active,15-Aug-22,FALSE
11821 Sea Shadow Bnd,Pearland,Texas,Pending,22-Aug-22,FALSE
67 Britt Drive,Lehighton,Pennsylvania,Active,29-Aug-22,FALSE
101 Wigeon Cv,Cedar Park,Texas,Under Contract,15-Aug-22,FALSE
5 N. Prospect Ave,Norristown,Pennsylvania,Off Market,15-Aug-22,FALSE
416 Summertree Lane,Desoto,Texas,Off Market,1-Aug-22,FALSE
193 Ashwood Dr,Elgin,Texas,Under Contract,22-Aug-22,FALSE
3735 Singing Flower Lane,Richmond,Texas,Active,22-Aug-22,FALSE
7685 Northcross Dr. #124,Austin,Texas,Off Market,29-Aug-22,FALSE
5905 Hightower Street,Aubrey,Texas,Active,8-Aug-22,FALSE
7413 Arborwood Ct,Charlotte,North Carolina,Under Contract,15-Aug-22,FALSE
500 Quarton Drive,Hutto,Texas,Active,1-Aug-22,FALSE
705 Heather Way,Morgantown,Pennsylvania,Pending,15-Aug-22,FALSE
1826 Archery Lane,Garland,Texas,Pending,15-Aug-22,FALSE
2918 Tina Street,Sachse,Texas,Active Contingent,22-Aug-22,FALSE
1413 Lemon Lane,La Porte,Texas,Off Market,8-Aug-22,FALSE
510 Fox Street,Franklin,Pennsylvania,Active,8-Aug-22,FALSE
7220 Donatello,Odessa,Texas,Off Market,8-Aug-22,FALSE
511 First Street,Athens,Pennsylvania,Off Market,1-Aug-22,FALSE
1737 Ironworks Dr,Dallas,Texas,Active,1-Aug-22,FALSE
1115 Crownview Ln,Dallas,Texas,Off Market,22-Aug-22,FALSE
3524 Rams Horn Way,Round Rock,Texas,Off Market,1-Aug-22,FALSE
1716 Sunspur Rd,New Braunfels,Texas,Pending,29-Aug-22,FALSE
136 Holmstrom St,Hutto,Texas,Pending,29-Aug-22,FALSE
2901 Concho Bend Dr,Waco,Texas,Off Market,8-Aug-22,FALSE
11093 S HIDDEN OAKS,CONROE,Texas,Active,15-Aug-22,FALSE
2030 REED STREET,PHILADELPHIA,Pennsylvania,Active,15-Aug-22,FALSE
620 N ELDRIDGE PKY # 0010,HOUSTON,Texas,Active,22-Aug-22,FALSE
10402 Grand Oak,Austin,Texas,Active,8-Aug-22,FALSE
2207 Nugent Drive,Mansfield,Texas,Active,22-Aug-22,FALSE
108 Sunflower Ln,Castle Hills,Texas,Active,22-Aug-22,FALSE
1722 28th Street,Lubbock,Texas,Active,22-Aug-22,FALSE
1430 Grigsby Avenue #101,Dallas,Texas,Active,15-Aug-22,FALSE
8225 CR 219,Tyler,Texas,,,FALSE
6100 Siltstone Loop,Killeen,Texas,Active,15-Aug-22,FALSE
136 E Doughty,Uvalde,Texas,Pending,8-Aug-22,FALSE
904 8th St,Orange,Texas,Off Market,1-Aug-22,FALSE
526 N Fountain St,Allentown,Pennsylvania,Active,22-Aug-22,FALSE
64 Edge Rock Drive,Drums,Pennsylvania,Active,1-Aug-22,FALSE
6017 Greywalls Dr.,McKinney,Texas,Pending,15-Aug-22,FALSE
613 Cedar,Copperas Cove,Texas,Active,8-Aug-22,FALSE
250 Inwood Drive,West Columbia,Texas,Active,8-Aug-22,FALSE
1313 Alta Vista,Amarillo,Texas,Off Market,1-Aug-22,FALSE
5457 Escondido Street 89119,Las Vegas,Nevada,Pending,15-Aug-22,FALSE
1202 Erika Ln,Forney,Texas,Active,22-Aug-22,FALSE
1167 Ridgeway Drive,Austin,Texas,Under Contract,29-Aug-22,FALSE
705 Las Lomas,Austin,Texas,Off Market,29-Aug-22,FALSE
1005 Crystal Farms Rd,Tatum,Texas,Off Market,1-Aug-22,FALSE
2408 Bluejay,Killeen,Texas,Pending,22-Aug-22,FALSE
613 Lakewood Lane,Grapevine,Texas,Off Market,1-Aug-22,FALSE
8355 Timberbrook Lane,Dallas,Texas,Pending,22-Aug-22,FALSE
11003 Aledo Dr,Dallas,Texas,Active,8-Aug-22,FALSE
3118 Seville Street 92110,San Diego,California,Active,1-Aug-22,FALSE
5304 Bolm Rd,Austin,Texas,Off Market,1-Aug-22,FALSE
8704 Raymond Avenue,White Settlement,Texas,Under Contract,22-Aug-22,FALSE
1017 Dunhill Lane,Forney,Texas,Active,8-Aug-22,FALSE
1512 Camden Court,Lindale,Texas,Active,8-Aug-22,FALSE
10909 Tornasol Lane,Austin,Texas,Off Market,22-Aug-22,FALSE
702 Sentinel Oaks Drive,Pinehurst,Texas,Active,15-Aug-22,FALSE
1228 Sierra Blanca,Fort Worth,Texas,Active Contingent,15-Aug-22,FALSE
5011 Stillbrooke Drive,Houston,Texas,Active,15-Aug-22,FALSE
400 Sharron Dr,Woodway,Texas,Active,8-Aug-22,FALSE
448 Elm St,Kingsland,Texas,Off Market,15-Aug-22,FALSE
18325 Dry Brook Loop,Pflugerville,Texas,Active,22-Aug-22,FALSE
11525 Burdine # 424,Houston,Texas,Off Market,15-Aug-22,FALSE
2019 Upland Hill Street,Spring,Texas,Pending,29-Aug-22,FALSE
2824 Turtle Dove Ln,Mesquite,Texas,Active,1-Aug-22,FALSE
4627 Monterey Circle 89135-5003,Las Vegas,,Off Market,8-Aug-22,FALSE
3319 Avenue O 1/2 st,Galveston,Texas,Off Market,15-Aug-22,FALSE
3326 Pebble Beach Dr.,Harlingen,Texas,Active,1-Aug-22,FALSE
3149 S 19th St,Abilene,Texas,Off Market,1-Aug-22,FALSE
2103 39th Ave,Amarillo,Texas,Off Market,22-Aug-22,FALSE
1648 Powell St,Norristown,Pennsylvania,Pending,15-Aug-22,FALSE
1017 Blue Shore Drive,Alvarado,Texas,Off Market,22-Aug-22,FALSE
"2036 Cobblefield Way, Glendora CA 91740-6708 91740-6708",Glendora,California,Active,1-Aug-22,FALSE
3308 Colorado High Ave,Austin,Texas,Active,1-Aug-22,FALSE
16714 Cobble Ridge Drive,Sugar Land,Texas,Off Market,8-Aug-22,FALSE
8727 Elkhorn Knoll,Boerne,Texas,Active,8-Aug-22,FALSE
1618 Driftwood Drive,Dallas,Texas,Active,1-Aug-22,FALSE
5 Terrell Trail Ct,Conroe,Texas,Pending,29-Aug-22,FALSE
1902 Matagorda Street,Austin,Texas,Active,22-Aug-22,FALSE
916 Goodwin Drive,Plano,Texas,Off Market,1-Aug-22,FALSE
7518 Autumn Ledge,Converse,Texas,Active,8-Aug-22,FALSE
602 Northeast 2nd Avenue 74701,Durant,Oklahoma,Active,1-Aug-22,FALSE
105 Buffalo Speedway,Liberty Hill,Texas,Active,8-Aug-22,FALSE
278 VZ County Road 2809,Mabank,Texas,Active,8-Aug-22,FALSE
10130 Cromwell Drive,Dallas,Texas,Active,8-Aug-22,FALSE
17219 Darlington Run,San Antonio,Texas,Pending,29-Aug-22,FALSE
1205 N Weston Ln,Austin,Texas,Off Market,8-Aug-22,FALSE
19023 Ashford Square Street,Tomball,Texas,Active,1-Aug-22,FALSE
15411 Morning Dove Drive,Humble,Texas,Pending,22-Aug-22,FALSE
10906 Yorktown Cove,Austin,Texas,Active,8-Aug-22,FALSE
4891 Oakland Dr,Bryan,Texas,,,FALSE
6294 Crest ln,Kaufman,Texas,Pending,15-Aug-22,FALSE
4155 W SH 323,Henderson,Texas,Pending,29-Aug-22,FALSE
901 Kings Way,Del Rio,Texas,Off Market,1-Aug-22,FALSE
3201 W Dengar Ave,Midland,Texas,Active,8-Aug-22,FALSE
175 Herber,New Braunfels,Texas,Off Market,1-Aug-22,FALSE
913 Sydney Lane,Allen,Texas,Pending,29-Aug-22,FALSE
1221 Lee Ann St,Crowley,Texas,Active,1-Aug-22,FALSE
2500 Springwood Lane,Georgetown,Texas,Pending,29-Aug-22,FALSE
105 Kimberly,Universal City,Texas,Active,1-Aug-22,FALSE
9514 Millers Ridge,San Antonio,Texas,Pending,15-Aug-22,FALSE
314 White Oak Dr,Lake Dallas,Texas,Pending,29-Aug-22,FALSE
2604 Avenue G,Nederland,Texas,Off Market,1-Aug-22,FALSE
1818 Volley Lane,Harker Heights,Texas,Pending,29-Aug-22,FALSE
1318 Bonham Ave,Odessa,Texas,Active,8-Aug-22,FALSE
10538 Francisco Way,Converse,Texas,Active,1-Aug-22,FALSE
19211 Summer Island Way,Richmond,Texas,Pending,15-Aug-22,FALSE
15308 Valderrama Ct,Austin,Texas,Under Contract,22-Aug-22,FALSE
673 Quitman Ct,Morgan's Point Resort,Texas,Pending,8-Aug-22,FALSE
512 Quail Run,Buda,Texas,Active,1-Aug-22,FALSE
17905 Niagara Falls,Round Rock,Texas,Under Contract,15-Aug-22,FALSE
12815 Carrera Drive,Austin,Texas,Off Market,1-Aug-22,FALSE
1809 Columbia St,Houston,Texas,Active,1-Aug-22,FALSE
3124 SAN MIGUEL,New Braunfels,Texas,Off Market,22-Aug-22,FALSE
323 county road 2215,Cleveland,Texas,Active,1-Aug-22,FALSE
1335 Tamarack Drive,Princeton,Texas,Pending,29-Aug-22,FALSE
2902 Cherry Lane,Austin,Texas,Off Market,15-Aug-22,FALSE
9517 Colebrook St,Austin,Texas,Under Contract,8-Aug-22,FALSE
2409 Triston Street,Anna,Texas,Off Market,1-Aug-22,FALSE
12700 Aspen Springs Ln,Haslet,Texas,Active,8-Aug-22,FALSE
240 Woodman Drive,Cleveland,Texas,Off Market,8-Aug-22,FALSE
136 Wiegand Dr,Cranberry Township,Pennsylvania,Under Contract,22-Aug-22,FALSE
4600 Wilshire,Midland,Texas,Active,22-Aug-22,FALSE
109 Sample ST 78210,San Antonio,,Pending,29-Aug-22,FALSE
Jodonna Oeltjen,Wylie,Texas,,,FALSE
3002 Starr Court,Bullard,Texas,Off Market,1-Aug-22,FALSE
924 nolte,dallas,Texas,Active,22-Aug-22,FALSE
833 Ridge Ave,Gap,Pennsylvania,Off Market,1-Aug-22,FALSE
104 HUGHES AVE,"DAINGERFIELD, TX 75638",Texas,Off Market,1-Aug-22,FALSE
5920 Oakmere Lane,Aubrey,Texas,Pending,29-Aug-22,FALSE
2229 Independence Drive,Odessa,Texas,Active,29-Aug-22,FALSE
201 Bridlewood Ct N,Lancaster,Pennsylvania,Pending,15-Aug-22,FALSE
309 Dalton St,Philadelphia,Pennsylvania,Pending,22-Aug-22,FALSE
8913 Lanna Bluff Loop,Austin,Texas,Under Contract,15-Aug-22,FALSE
909 Holliday Dr,Killeen,Texas,Pending,15-Aug-22,FALSE
7506 Copper Dawn,Converse,Texas,Pending,22-Aug-22,FALSE
1200 Barton Creek Blvd #36,Austin,Texas,Active,1-Aug-22,FALSE
