Record Id,Created Time,HSLP ordered at,Platform database ID (Agent),Display name,Property city,State (Agent),Closing date,Property Status,Property Status Updated,Closing Date is Wrong,,
zcrm_1781014000147636930,4/15/2022,6/20/2022,84460,3812 N. GRATZ STREET,PHILADELPHIA,Pennsylvania,,,,false,,
zcrm_1781014000147605383,4/14/2022,4/14/2022,117391,8614 Trimmier Rd,Killeen,Texas,,,,false,,
zcrm_1781014000147588470,4/14/2022,4/14/2022,288029,359 CR 3605,Bullard,Texas,,,,false,,
zcrm_1781014000147574321,4/14/2022,4/14/2022,100242,1047 Cloverton Dr,Columbia,Pennsylvania,,,,false,,
zcrm_1781014000147460679,4/14/2022,4/14/2022,249614,4509 Neely Ct,Midland,Texas,,,,false,,
zcrm_1781014000147413313,4/14/2022,4/14/2022,280757,1990 Justin,Highland village,Texas,,,,false,,
zcrm_1781014000147366964,4/14/2022,8/9/2022,67644,3207 Rooyal Courtside Avenue,Houston,Texas,,,,false,,
zcrm_1781014000147306150,4/13/2022,8/22/2022,36377,3035 Corolla,Magnolia,Texas,,,,false,,
zcrm_1781014000147255816,4/13/2022,4/13/2022,3635,3305 Bowman Ave,Austin,Texas,,,,false,,
zcrm_1781014000147248855,4/13/2022,5/16/2022,18222,2713 Cedar Ln.,SCHERTZ,Texas,,,,false,,
zcrm_1781014000147209500,4/13/2022,4/17/2022,79553,1408 Chestnut Street,Franklin,Pennsylvania,,,,false,,
zcrm_1781014000147092789,4/13/2022,4/13/2022,1011,73 Shiloh Rd,Odessa,Texas,,,,false,,
zcrm_1781014000147010530,4/12/2022,4/15/2022,754,404 Cylamen,New Braunfels,Texas,,,,false,,
zcrm_1781014000146981828,4/12/2022,4/13/2022,178479,2397 Bowles Ranch Rd,Belton,Texas,,,,false,,
zcrm_1781014000146971723,4/12/2022,6/8/2022,237347,6449 Stotle Lane,Fort Worth,Texas,,,,false,,
zcrm_1781014000146961737,4/12/2022,4/12/2022,8559,1103 Vela St,Alice,Texas,,,,false,,
zcrm_1781014000146959330,4/12/2022,4/22/2022,51195,5403 E River Dr.,Richmond,Texas,,,,false,,
zcrm_1781014000146954390,4/12/2022,4/21/2022,202749,2501 Buckley Lane,Round Rock,Texas,,,,false,,
zcrm_1781014000146942613,4/12/2022,4/13/2022,112951,67 Bailey Road,Leakey,Texas,,,,false,,
zcrm_1781014000146830557,4/12/2022,4/13/2022,130019,105 Shawnee Dr,Hallsville,Texas,,,,false,,
zcrm_1781014000146801918,4/12/2022,4/12/2022,47419,14406 Varrelman Street,Austin,Texas,,,,false,,
zcrm_1781014000146721878,4/11/2022,4/16/2022,313673,14432 Bakersfield Court,Silver Spring,Maryland,,,,false,,
zcrm_1781014000146720439,4/11/2022,4/11/2022,194880,2206 Delta,Longview,Texas,,,,false,,
zcrm_1781014000146711567,4/11/2022,4/11/2022,194880,2206 Delta,Longview,Texas,,,,false,,
zcrm_1781014000146681852,4/11/2022,4/13/2022,64986,5512 Camp Fire Trail,Austin,Texas,,,,false,,
zcrm_1781014000146681090,4/11/2022,4/11/2022,126666,3637 Bonham Ave,Odessa,Texas,,,,false,,
zcrm_1781014000146672571,4/11/2022,4/12/2022,110187,360 Neel,Lumberton,Texas,"Sep 29, 2022",,,false,,
zcrm_1781014000146661625,4/11/2022,4/11/2022,291772,101 E Calderon,Buda,Texas,,,,false,,
zcrm_1781014000146660231,4/11/2022,4/11/2022,62641,3602 Shouse Rd,Santa Fe,Texas,,,,false,,
zcrm_1781014000146657599,4/11/2022,4/11/2022,64454,427 Cumberland Rd,San Antonio,Texas,,,,false,,
zcrm_1781014000146656080,4/11/2022,4/12/2022,274505,310 Cypress Springs Dr,Driftwood,Texas,,,,false,,
zcrm_1781014000146642782,4/11/2022,4/11/2022,21645,209 Cottontail Dr.,Leander,Texas,,,,false,,
zcrm_1781014000146636131,4/11/2022,4/11/2022,194880,2206 Delta St.,Longview,Texas,,,,false,,
zcrm_1781014000146556681,4/11/2022,4/22/2022,ID:877d91b5-1f44-4f0e-b8af-1011ed7b3fdf,130 Goss Ave 95060,Santa Cruz,California,,,,false,,
zcrm_1781014000146556211,4/11/2022,4/19/2022,67872,14302 Burrell St,Amarillo,Texas,,,,false,,
zcrm_1781014000146554772,4/11/2022,4/12/2022,62274,13508 Oakleigh Dr,Tyler,Texas,,,,false,,
zcrm_1781014000146364493,4/11/2022,4/11/2022,144585,168 Legend Oaks Dr,Dale,Texas,,,,false,,
zcrm_1781014000146330005,4/10/2022,4/10/2022,180452,630 Oak Street,Old Forge,Pennsylvania,,,,false,,
zcrm_1781014000146287932,4/10/2022,4/10/2022,3781,423 Princess Pl,Tyler,Texas,,,,false,,
zcrm_1781014000146286794,4/10/2022,4/18/2022,14200,714 Charles Rd.,Houston,Texas,,,,false,,
zcrm_1781014000146279991,4/10/2022,4/10/2022,58519,904 Brian rd.,Big spring,Texas,,,,false,,
zcrm_1781014000146264498,4/10/2022,4/11/2022,169944,5822 Ave P,Santa Fe,Texas,,,,false,,
zcrm_1781014000146242169,4/9/2022,4/11/2022,3626,1701 Northridge Drive,Austin,Texas,,,,false,,
zcrm_1781014000146213565,4/9/2022,4/12/2022,770,116 Linda Dr,San Marcos,Texas,,,,false,,
zcrm_1781014000146210580,4/9/2022,4/9/2022,122558,4818 Gretna Green LN,Tyler,Texas,,,,false,,
zcrm_1781014000146210461,4/9/2022,4/10/2022,53419,117 New Hampton Way,Austin,Texas,,,,false,,
zcrm_1781014000146196720,4/9/2022,4/11/2022,211763,437 Westcolang Road,Hawley,Pennsylvania,,,,false,,
zcrm_1781014000146190958,4/9/2022,4/12/2022,203083,4 Kingsgate Court,Dallas,Texas,,,,false,,
zcrm_1781014000146190834,4/9/2022,9/8/2022,290,106 Rudder,Lakeway,Texas,,,,false,,
zcrm_1781014000146178542,4/8/2022,4/11/2022,149821,2300 Olive Circle,Baytown,Texas,,,,false,,
zcrm_1781014000146162616,4/8/2022,4/9/2022,22968,2405 Ayes Ct,Cedar Park,Texas,,,,false,,
zcrm_1781014000146143361,4/8/2022,4/14/2022,3656,5613 Clarion Cove,Austin,Texas,,,,false,,
zcrm_1781014000146140503,4/8/2022,8/24/2022,62691,28431 Mendecino Glen Lane,Huffman,Texas,"Sep 27, 2022",,,false,,
zcrm_1781014000146138833,4/8/2022,4/9/2022,51471,208 Dover Ct.,Fairview,Texas,,,,false,,
zcrm_1781014000146133481,4/8/2022,4/8/2022,104730,17995 Country Club Drive,Kemp,Texas,,,,false,,
zcrm_1781014000146127299,4/8/2022,4/12/2022,107926,17815 Woodsburgh Lane,Cypress,Texas,"Sep 20, 2022",,,false,,
zcrm_1781014000145897748,4/7/2022,9/8/2022,4535,2018 Cutter Crossing Pl,St Paul,Texas,,,,false,,
zcrm_1781014000145897657,4/7/2022,4/8/2022,240658,821 Duke Ave,Odessa,Texas,"Jul 11, 2022",,,false,,
zcrm_1781014000145890283,4/7/2022,4/7/2022,178864,1029 Fallbrook Loop,College Station,Texas,,,,false,,
zcrm_1781014000145806073,4/7/2022,4/7/2022,15156,36 Ranch View Trl,Wimberley,Texas,,,,false,,
zcrm_1781014000145805370,4/7/2022,4/20/2022,311940,2403 Alexandra Ln,Cedar Park,Texas,,,,false,,
zcrm_1781014000145715555,4/7/2022,4/12/2022,61939,3626 Hyland Frost,San Antonio,Texas,,,,false,,
zcrm_1781014000145454761,4/6/2022,4/7/2022,184276,51 Goldfinch Cir,Phoenixville,Pennsylvania,,,,false,,
zcrm_1781014000145449318,4/6/2022,4/6/2022,243267,2033 Dumfries Drive,Bryan,Texas,,,,false,,
zcrm_1781014000145443377,4/6/2022,4/7/2022,70824,1117 E Sycamore,Navasota,Texas,,,,false,,
zcrm_1781014000145442700,4/6/2022,4/6/2022,311544,9014 Stoney bend dr,Spring,Texas,,,,false,,
zcrm_1781014000145414495,4/6/2022,4/8/2022,22702,5800 Coolbrook Dr,Austin,Texas,,,,false,,
zcrm_1781014000145361005,4/6/2022,4/6/2022,168519,88 N Virginia,Amarillo,Texas,,,,false,,
zcrm_1781014000145356311,4/6/2022,4/8/2022,519,326 Abiso Ave,San Antonio,Texas,,,,false,,
zcrm_1781014000145343520,4/6/2022,4/6/2022,193601,113 Cox Ave,San Antonio,Texas,,,,false,,
zcrm_1781014000145302563,4/6/2022,4/6/2022,3640,804 Rutherford,Austin,Texas,,,,false,,
zcrm_1781014000145217225,4/5/2022,4/6/2022,76597,232 CR 144A,Marble Falls,Texas,,,,false,,
zcrm_1781014000145192123,4/5/2022,4/7/2022,91176,924 Blythe Avenue,Drexel Hill,Pennsylvania,"Sep 26, 2022",,,false,,
zcrm_1781014000145186528,4/5/2022,4/25/2022,201971,19701 Sisters Way,Amarillo,Texas,,,,false,,
zcrm_1781014000145082331,4/5/2022,5/3/2022,13004,15097 Dowell Road,Amarillo,Texas,,,,false,,
zcrm_1781014000145002223,4/5/2022,5/1/2022,309749,18 Main St.,Nuangola,Pennsylvania,,,,false,,
zcrm_1781014000145002036,4/5/2022,4/5/2022,48442,17301 Flint Rock Rd,Austin,Texas,,,,false,,
zcrm_1781014000144933308,4/4/2022,4/20/2022,106023,5741 Oso Parkway,Corpus Christi,Texas,,,,false,,
zcrm_1781014000144901198,4/4/2022,4/6/2022,241985,534 W Houston,Edgewood,Texas,,,,false,,
zcrm_1781014000144890011,4/4/2022,4/5/2022,239992,1010 CR 151,Carthage,Texas,,,,false,,
zcrm_1781014000144877088,4/4/2022,4/4/2022,166600,10242 Flynn Rd.,Warren,Texas,,,,false,,
zcrm_1781014000144868456,4/4/2022,5/2/2022,90685,1015 Chestnut St,Lebanon,Pennsylvania,,,,false,,
zcrm_1781014000144835816,4/4/2022,4/5/2022,231757,4501 Sabelle,Haltom City,Texas,,,,false,,
zcrm_1781014000144784860,4/4/2022,4/4/2022,251721,12310 Amado Dr,Houston,Texas,,,,false,,
zcrm_1781014000144729922,4/3/2022,8/29/2022,283894,462 King Ranch Road,Gatesville,Texas,,,,false,,
zcrm_1781014000144716031,4/2/2022,4/25/2022,5300,610 West Hillcrest St.,Keene,Texas,,,,false,,
zcrm_1781014000144700927,4/2/2022,4/2/2022,210426,107 Finch Ln,Gun Barrel City,Texas,,,,false,,
zcrm_1781014000144673060,4/2/2022,4/2/2022,259897,2004 Lavendusky Dr,Temple,Texas,,,,false,,
zcrm_1781014000144650433,4/2/2022,9/8/2022,1191,2606 Northrup Dr,Midland,Texas,,,,false,,
zcrm_1781014000144634669,4/2/2022,4/2/2022,143147,1040 Timothy Lane,Abilene,Texas,,,,false,,
zcrm_1781014000144590904,4/1/2022,4/6/2022,21029,2915 Saint Martin Dr.,Mansfield,Texas,,,,false,,
zcrm_1781014000144583722,4/1/2022,4/1/2022,ID:c9e1d385-ab18-401a-b9fa-477680b68dbd,28384 S. 548 Road,Park HIll,Oklahoma,,,,false,,
zcrm_1781014000144301338,3/31/2022,4/4/2022,171787,5794 West Grigsby,Vidor,Texas,,,,false,,
zcrm_1781014000144236753,3/31/2022,4/12/2022,40386,400 Hale Place3,Van Alstyne,Texas,,,,false,,
zcrm_1781014000144140544,3/31/2022,4/11/2022,86469,1202 Sharon Road,Beaver,Pennsylvania,,,,false,,
zcrm_1781014000143982391,3/30/2022,3/30/2022,190776,1809 DECKER,ORANGE,Texas,,,,false,,
zcrm_1781014000143946016,3/30/2022,3/30/2022,133145,300 E. Hickory Ridge Circle,Argyle,Texas,,,,false,,
zcrm_1781014000143934708,3/30/2022,3/30/2022,142497,1303 SW 12th St,Mineral Wells,Texas,,,,false,,
zcrm_1781014000143932138,3/30/2022,3/30/2022,33886,213 N Grove Street,Lincolnton,North Carolina,,,,false,,
zcrm_1781014000143932054,3/30/2022,4/2/2022,301469,1323 Gypsy Hill Road,Gwynedd Valley,Pennsylvania,,,,false,,
zcrm_1781014000143693126,3/29/2022,3/29/2022,303535,9800 FM 150 W,Driftwood,Texas,,,,false,,
zcrm_1781014000143691832,3/29/2022,3/29/2022,117641,12823 Palm Desert Ln,Houston,Texas,"Sep 15, 2022",,,false,,
zcrm_1781014000143608793,3/29/2022,3/29/2022,3642,701 W Elizabeth Street,Austin,Texas,,,,false,,
zcrm_1781014000143593972,3/29/2022,4/5/2022,,1601 E 16th St,Cisco,,,,,false,,
zcrm_1781014000143584206,3/29/2022,3/29/2022,20948,504 Moraine Way,Heath,Texas,,,,false,,
zcrm_1781014000143335408,3/28/2022,3/28/2022,,12321 Napa dr.,Chino,,,,,false,,
zcrm_1781014000143288695,3/28/2022,3/30/2022,101304,4826 Hopkins Ave,Dallas,Texas,,,,false,,
zcrm_1781014000143275366,3/28/2022,3/31/2022,197472,12420 Tierra Cipres Dr,El Paso,Texas,,,,false,,
zcrm_1781014000143257169,3/28/2022,3/28/2022,272231,652 Arroyo Dorado,New Braunfels,Texas,,,,false,,
zcrm_1781014000143256071,3/28/2022,3/30/2022,188924,9204 Ratliff Ridge Ave.,Odessa,Texas,,,,false,,
zcrm_1781014000143053282,3/27/2022,4/1/2022,277488,2210 Apley Ct,Bushkill,Pennsylvania,,,,false,,
zcrm_1781014000143047080,3/27/2022,3/28/2022,117302,203 Berkley Ave,Pittsburgh,Pennsylvania,,,,false,,
zcrm_1781014000142929793,3/26/2022,3/26/2022,71328,3623 Garrison Run Dr,Spring,Texas,,,,false,,
zcrm_1781014000142923456,3/26/2022,3/26/2022,208697,2502 nickel canyon drive,Risharon,Texas,,,,false,,
zcrm_1781014000142912329,3/25/2022,4/29/2022,50617,412 E Liberty Ave,Round Rock,Texas,,,,false,,
zcrm_1781014000142907753,3/25/2022,3/26/2022,265102,1079 Anderson County Road 446,Palestine,Texas,,,,false,,
zcrm_1781014000142892526,3/25/2022,3/25/2022,,1122 East Leland Road # 152,Pittsburgh,,,,,false,,
zcrm_1781014000142869253,3/25/2022,3/25/2022,180261,3015 Caleb Drive,Austin,Texas,,,,false,,
zcrm_1781014000142867768,3/25/2022,3/25/2022,59507,2200 White Lane,Haslet,Texas,,,,false,,
zcrm_1781014000142855276,3/25/2022,4/7/2022,362,15051 Hero Way W,Leander,Texas,,,,false,,
zcrm_1781014000142850245,3/25/2022,3/27/2022,5288,621 Truman St,Arlington,Texas,"Sep 23, 2022",,,false,,
zcrm_1781014000142845624,3/25/2022,3/25/2022,21536,3331 Hwy 21 E,Paige,Texas,,,,false,,
zcrm_1781014000142560057,3/24/2022,3/24/2022,21545,1112 Placid Circle,Waco,Texas,,,,false,,
zcrm_1781014000142550560,3/24/2022,3/28/2022,47405,2201 A Lane,Austin,Texas,,,,false,,
zcrm_1781014000142516863,3/24/2022,3/28/2022,95343,7107 Rising Sun Avenue,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000142513242,3/24/2022,3/27/2022,151607,745 CO 270,Leander,Texas,,,,false,,
zcrm_1781014000142389838,3/24/2022,3/25/2022,132302,32118 Decker Oaks,Pinehurst,Texas,,,,false,,
zcrm_1781014000142372427,3/23/2022,3/23/2022,306357,217 Sunrise Dr,Carnegie,Pennsylvania,"May 20, 2022",,,true,,
zcrm_1781014000142321849,3/23/2022,3/23/2022,208727,15801 Pumpkin Ridge Dr,Austin,Texas,,,,false,,
zcrm_1781014000142321036,3/23/2022,4/11/2022,169290,3884 Street Rd,Doylestown,Pennsylvania,,,,false,,
zcrm_1781014000142318583,3/23/2022,3/23/2022,287806,304 N Willis,Granger,Texas,,,,false,,
zcrm_1781014000142262383,3/23/2022,3/23/2022,171807,3720 Bob Hall Rd,Orange,Texas,,,,false,,
zcrm_1781014000142156036,3/23/2022,8/8/2022,1191,2309 Terrace Ave,Midland,Texas,,,,false,,
zcrm_1781014000142106127,3/22/2022,3/22/2022,2870,810 Martin Luther King Dr. Bldg 2,San Antonio,Texas,,,,false,,
zcrm_1781014000142094947,3/22/2022,3/22/2022,199520,1003 S Kelly Ave,Odessa,Texas,,,,false,,
zcrm_1781014000142093816,3/22/2022,3/29/2022,73049,1301 Twin Cv,Kyle,Texas,,,,false,,
zcrm_1781014000142078034,3/22/2022,3/23/2022,92503,332 Grinnell Road,Kingsley,Pennsylvania,,,,false,,
zcrm_1781014000142067833,3/22/2022,3/22/2022,83373,100 Tidewater Drive,Bensalem,Pennsylvania,"Nov 1, 2022",,,false,,
zcrm_1781014000142010306,3/22/2022,3/28/2022,122558,218 Bridgers Hill,Longview,Texas,,,,false,,
zcrm_1781014000141898526,3/22/2022,3/28/2022,13029,4100 Jackson,Amarillo,Texas,,,,false,,
zcrm_1781014000141868200,3/21/2022,3/22/2022,155284,1014 Sundance Fall,San Antonio,Texas,,,,false,,
zcrm_1781014000141813149,3/21/2022,4/1/2022,70455,5420 Tupelo Drive,Plano,Texas,,,,false,,
zcrm_1781014000141805021,3/21/2022,3/21/2022,36178,4811 Palisade Drive,Austin,Texas,,,,false,,
zcrm_1781014000141797775,3/21/2022,3/25/2022,92503,391 Jackson Street,Thompson,Pennsylvania,,,,false,,
zcrm_1781014000141791298,3/21/2022,3/21/2022,64953,114 Cordwood,Dripping Springs,Texas,,,,false,,
zcrm_1781014000141532001,3/21/2022,3/28/2022,3584,46 Golden Sunset,The Woodlands,Texas,,,,false,,
zcrm_1781014000141369870,3/19/2022,3/19/2022,230849,521 Dixon School Rd,Kings Mountain,North Carolina,,,,false,,
zcrm_1781014000141350372,3/19/2022,3/19/2022,156940,2015 N. Prairie Ave.,Dallas,Texas,,,,false,,
zcrm_1781014000141349875,3/19/2022,3/19/2022,218034,5329 Archer dr,Fort Worth,Texas,,,,false,,
zcrm_1781014000141314204,3/18/2022,3/19/2022,156940,2019 N. Prairie Ave.,Dallas,Texas,,,,false,,
zcrm_1781014000141295270,3/18/2022,3/20/2022,162033,8663 Charter Pt,San Antonio,Texas,,,,false,,
zcrm_1781014000141277577,3/18/2022,3/18/2022,741,338 Tanager Dr,New Braunfels,Texas,,,,false,,
zcrm_1781014000141262620,3/18/2022,3/18/2022,147170,128 Crimson Sky Court,Dripping Springs,Texas,,,,false,,
zcrm_1781014000141251411,3/18/2022,4/12/2022,91279,1059 Favinger Road,Pottstown,Pennsylvania,,,,false,,
zcrm_1781014000141240615,3/18/2022,3/23/2022,303492,610 Sage Dr.,Del Rio,Texas,,,,false,,
zcrm_1781014000141081685,3/18/2022,3/20/2022,237386,1023 Greenwich Street,Raleigh,North Carolina,,,,false,,
zcrm_1781014000141066324,3/17/2022,3/18/2022,298166,10500 Tarantula Ct,Leander,Texas,,,,false,,
zcrm_1781014000140961076,3/17/2022,3/31/2022,164,132 Lakota Pass,Austin,Texas,,,,false,,
zcrm_1781014000140768550,3/16/2022,3/17/2022,120433,4811 Osborn Glade,San Antonio,Texas,,,,false,,
zcrm_1781014000140762690,3/16/2022,3/17/2022,287428,3136 N 9th Street,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000140677785,3/16/2022,3/17/2022,156772,19985 CR 445,LINDALE,Texas,,,,false,,
zcrm_1781014000140629146,3/16/2022,3/23/2022,29087,11421 Patricia Avenue,El Paso,Texas,,,,false,,
zcrm_1781014000140626969,3/16/2022,3/16/2022,279171,2301 Harvard Oak Drive,Plano,Texas,,,,false,,
zcrm_1781014000140626087,3/16/2022,3/20/2022,43534,5330 Hannah,Odessa,Texas,,,,false,,
zcrm_1781014000140355929,3/15/2022,3/15/2022,187136,1818 Kensington,Tyler,Texas,,,,false,,
zcrm_1781014000140353272,3/15/2022,3/15/2022,95343,2257 Kennedy Street,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000140350542,3/15/2022,5/27/2022,194419,209 Starlight Trail,Georgetown,Texas,,,,false,,
zcrm_1781014000140336101,3/15/2022,3/15/2022,161359,1201 & 1213 Boyd Road,Azle,Texas,,,,false,,
zcrm_1781014000140325264,3/15/2022,3/15/2022,35198,10920 Bullseye,El Paso,Texas,,,,false,,
zcrm_1781014000140228900,3/15/2022,3/17/2022,713,4068 State Highway 97 E,Floresville,Texas,,,,false,,
zcrm_1781014000139984825,3/14/2022,5/4/2022,287629,22931 John J Williams Hwy,Millsboro,Delaware,,,,false,,
zcrm_1781014000139969344,3/14/2022,3/15/2022,76591,3527 Highfalls Dr.,Houston,Texas,,,,false,,
zcrm_1781014000139934240,3/14/2022,3/14/2022,129971,5136 E Marigold St,Gardendale,Texas,,,,false,,
zcrm_1781014000139927164,3/14/2022,3/14/2022,189608,611 Poquessing Avenue,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000139681188,3/13/2022,3/13/2022,76402,2645,New Braunfels,Texas,"May 13, 2022",,,true,,
zcrm_1781014000139639386,3/12/2022,3/17/2022,36324,4208 Wyatt St. #7,Pasadena,Texas,,,,false,,
zcrm_1781014000139620921,3/12/2022,3/12/2022,74533,405 Main,Gause,Texas,,,,false,,
zcrm_1781014000139581307,3/11/2022,3/12/2022,222495,0 N SCHARBAUER ST,goldsmith,Texas,,,,false,,
zcrm_1781014000139523976,3/11/2022,3/14/2022,171818,410 N. Oak,Kountze,Texas,,,,false,,
zcrm_1781014000139523242,3/11/2022,3/13/2022,74172,608 E 10th 1/2,Houston,Texas,,,,false,,
zcrm_1781014000139463215,3/11/2022,3/20/2022,91066,415 Edgewood Dr.,Sarver,Pennsylvania,,,,false,,
zcrm_1781014000139417081,3/11/2022,4/6/2022,23079,300 W Broadway St,Granger,Texas,,,,false,,
zcrm_1781014000139402965,3/11/2022,3/14/2022,168203,10468 N Dowling Rd,College Station,Texas,,,,false,,
zcrm_1781014000139379315,3/11/2022,3/15/2022,204619,222 South 12th Street,Aransas Pass,Texas,,,,false,,
zcrm_1781014000139322499,3/10/2022,3/28/2022,,2001 Amado Lane,League City,,,,,false,,
zcrm_1781014000139321404,3/10/2022,3/10/2022,26776,28710 Fitzroy Harbour,Katy,Texas,,,,false,,
zcrm_1781014000139298027,3/10/2022,7/22/2022,242768,312 N Douglas Street,Mart,Texas,,,,false,,
zcrm_1781014000139164372,3/9/2022,3/9/2022,211787,740 Ann Street,Stroudsburg,Pennsylvania,,,,false,,
zcrm_1781014000139099491,3/9/2022,3/10/2022,79553,202 Plummer St,Oil City,Pennsylvania,,,,false,,
zcrm_1781014000139098067,3/9/2022,3/10/2022,41869,340 Laura Ln,Bullard,Texas,,,,false,,
zcrm_1781014000139083088,3/9/2022,3/22/2022,56926,320 E State Hwy 46,Boerne,Texas,,,,false,,
zcrm_1781014000139079006,3/9/2022,6/13/2022,291735,807 NW 1ST,ANDREWS,Texas,,,,true,,
zcrm_1781014000138874768,3/8/2022,3/8/2022,13580,2407 Alabama,BigSpring,Texas,,,,false,,
zcrm_1781014000138802094,3/8/2022,3/8/2022,79359,1 Glory Road,New Ringgold,Pennsylvania,,,,false,,
zcrm_1781014000138732455,3/7/2022,3/9/2022,10070,10927 Honorly Cove,Converse,Texas,,,,false,,
zcrm_1781014000138722709,3/7/2022,3/15/2022,21545,309 Montrose St,Belton,Texas,,,,false,,
zcrm_1781014000138684902,3/7/2022,3/9/2022,300838,11087 Dorrance lane,Meadows Place,Texas,,,,true,,
zcrm_1781014000138526845,3/7/2022,8/3/2022,3554,2 Alladdin Ln,The Woodlands,Texas,,,,false,,
zcrm_1781014000138386698,3/5/2022,3/6/2022,299571,611 County RD 372,Sandia,Texas,,,,false,,
zcrm_1781014000138375794,3/5/2022,3/5/2022,34159,2604 Taft Street,Killeen,Texas,,,,false,,
zcrm_1781014000138345833,3/4/2022,3/5/2022,260471,6876 Willowood Trl,Gilmer,Texas,,,,false,,
zcrm_1781014000138340789,3/4/2022,3/6/2022,1009,12200 W County RD 58,Midland,Texas,,,,false,,
zcrm_1781014000138124020,3/3/2022,3/5/2022,193819,1104 FM 1564 W,Greenville,Texas,,,,false,,
zcrm_1781014000138118335,3/3/2022,3/3/2022,5263,1700 Baird Farm Circle,Arlington,Texas,,,,false,,
zcrm_1781014000138106162,3/3/2022,3/3/2022,297572,1214 W Camellia,Tyler,Texas,,,,false,,
zcrm_1781014000138105493,3/3/2022,3/3/2022,10215,21 Woodlodge,Huntsville,Texas,,,,false,,
zcrm_1781014000137881763,3/2/2022,3/3/2022,59176,4710 Galway,Corpus Christi,Texas,,,,false,,
zcrm_1781014000137850839,3/2/2022,3/3/2022,7904,3211 Hill Ave,Midland,Texas,,,,false,,
zcrm_1781014000137845702,3/2/2022,4/1/2022,198602,10319 Greenwillow - Trojanowski,Houston,Texas,,,,false,,
zcrm_1781014000137793540,3/2/2022,3/9/2022,5608,"2101 Greenwood Avenue, Unit B",Austin,Texas,,,,false,,
zcrm_1781014000137671742,3/2/2022,3/4/2022,8863,6606 Carriage Drive,Colleyville,Texas,,,,false,,
zcrm_1781014000137586858,3/1/2022,3/7/2022,64902,2310 Basalt Drive,Killeen,Texas,,,,false,,
zcrm_1781014000137548510,3/1/2022,3/1/2022,,3878 Benchmark Ln,Frisco,,,,,false,,
zcrm_1781014000137544976,3/1/2022,3/4/2022,84990,8022 Germantown Ave,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000137308501,2/28/2022,2/28/2022,104465,7164 Texas R 2 Unit 306,Del Rio,Texas,,,,false,,
zcrm_1781014000137302437,2/28/2022,3/1/2022,73116,1410 Brassie Way,Longview,Texas,,,,false,,
zcrm_1781014000137224832,2/28/2022,3/8/2022,232687,204 Tanglewood Drive,Kannapolis,North Carolina,,,,false,,
zcrm_1781014000137164261,2/27/2022,2/27/2022,204756,1285 Robert Rd,Vidor,Texas,,,,false,,
zcrm_1781014000137036542,2/25/2022,2/25/2022,63098,835 CR 304 E,Jarrell,Texas,,,,false,,
zcrm_1781014000137006351,2/25/2022,2/25/2022,73116,1207 E Rusk,Jacksonville,Texas,,,,false,,
zcrm_1781014000136998639,2/25/2022,2/25/2022,73116,1417 Brassie Way,Longview,Texas,,,,false,,
zcrm_1781014000136972055,2/25/2022,2/25/2022,59704,4803 Desert Ivy,Sugar Land,Texas,"Oct 4, 2022",,,false,,
zcrm_1781014000136715545,2/24/2022,2/24/2022,148954,412 W Crews,Karnes,Texas,,,,false,,
zcrm_1781014000136694698,2/24/2022,2/24/2022,204744,15265 Cliff Street,Hamshire,Texas,,,,false,,
zcrm_1781014000136508457,2/23/2022,2/24/2022,1165,312 S. Houston,Lamesa,Texas,,,,false,,
zcrm_1781014000136500320,2/23/2022,2/23/2022,64902,5608 Sulfur Spring,Killeen,Texas,,,,false,,
zcrm_1781014000136492553,2/23/2022,3/2/2022,281508,2306,killeen,Texas,,,,false,,
zcrm_1781014000136428983,2/23/2022,2/23/2022,285363,4423 Cantrell,Grand Prairie,Texas,,,,false,,
zcrm_1781014000136331695,2/22/2022,2/22/2022,14024,1196/1198 Halpern,Houston,Texas,,,,false,,
zcrm_1781014000136288141,2/22/2022,2/22/2022,14210,123 Heidi Oaks,Houston,Texas,,,,false,,
zcrm_1781014000136247509,2/22/2022,2/22/2022,1200,9701 Hawthorne Ct,Odessa,Texas,,,,false,,
zcrm_1781014000136247022,2/22/2022,3/9/2022,225182,3190 Chasse Ridge Dr,Orange,Texas,,,,false,,
zcrm_1781014000136120160,2/21/2022,2/21/2022,225171,6321 N Woodstock Street,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000136045345,2/21/2022,3/9/2022,21545,5914 Mission Sunrise,San Antonio,Texas,,,,false,,
zcrm_1781014000135876258,2/20/2022,2/21/2022,231997,203 10th St,Orange,Texas,,,,false,,
zcrm_1781014000135778105,2/19/2022,2/19/2022,11677,6509 Riddle Dr.,North Richland Hills,Texas,,,,false,,
zcrm_1781014000135527431,2/17/2022,2/17/2022,192529,213 Rae Anne Blvd,Livingston,Texas,,,,false,,
zcrm_1781014000135148735,2/16/2022,2/16/2022,199311,13569 Flower Pond,Saint Hedwig,Texas,,,,false,,
zcrm_1781014000134962592,2/15/2022,7/14/2022,185962,14717 Joy Lee Ln,Manor,Texas,,,,false,,
